City,Place,Ratings,Distance,Place_desc 
Nashik,Anjaneri Hills,3.1, 24 km  from city center ," Believed to be the birthplace of Lord Hanuman, Anjaneri derives its name from Hanuman's mother Anjani"
Nashik,City Shopping,3.1, 2 km  from city center ," While in Nasik, one can shop for silver ornaments and silver ware"
Nashik,Kumbh Mela,3.1, 1 km  from city center , The mass Hindu pilgrimage of Kumbh Mela involves gathering on a massive number of Hinduism followers to bathe in a sacred river
Nashik,Gangapur Dam,3.6, 13 km  from city center ," Gangapur Dam is an earthfill dam on River Godavari, and the longest earthen reservoir of Asia"
Nashik,Dugarwadi Waterfalls,3.6, 34 km  from city center ," Situated at 177 kms from Mumbai in Nasik, Dugarwadi Waterfalls is a beautiful cascade of silvery water amidst verdant greenery, enveloped in  mountains"
Nashik,Muktidham Temple,3.6, 7 km  from city center , Muktidham Temple in Nashik is abode to numerous Hindu gods and is made from authentic Rajasthani marble
Nashik,Someshwar Temple,3.6, 7 km  from city center ," Located in the suburbs on the banks of River Godavari, Someshwar temple is one of the oldest Shiva temples in Nashik"
Nashik,Navashya Ganapati Temple,3.6, 5 km  from city center , Navashya Ganapati Temple is at least a 300 year old shrine on the banks of Godavari dedicated to Lord Ganesh
Nashik,Ram Kund,3.6, 1 km  from city center ," Ram Kund is the sacred tank of Nashik where believers gather to immerse the remains of the dead souls for their salvation, just like Lord Rama himself did for his father"
Nashik,Artillery Museum,3.6, 6 km  from city center ," Artillery Centre Museum premise used to be a military centre for British-Indian forces during World War II, but now part of it is a museum and the other part is a training ground for Indian soldiers"
Nashik,Balaji Devsthan,3.6, 8 km  from city center ," Balaji Devsthan in Nashik houses a replica of the idol deity of TIrupati, and is a haven for those who cannot make the trip to the original shrine"
Nashik,Swami Samarth Ashram,3.6, 4 km  from city center ," Swami Samarth Ashram is a place of spirituality, close to the Trimbakeshwar Temple in Nashik"
Nashik,Sundarnarayan Temple,3.6, 1 km  from city center , Sundarnarayan temple near the Ahilyabai Holkar Bridge in Nashik is a shrine of Lord Vishnu
Nashik,Vihigaon Waterfall,3.6, 46 km  from city center , Vihigaon Waterfall is a perfectly refreshing weekend getaway from Igatpuri
Nashik,Coin Museum,3.6, 19 km  from city center ," The Coin Museum in Nashik is a part of the Indian Institute of Research in Numismatic Studies since 1980, and houses an extensive collection of coins in different materials and of different ages"
Nashik,Sai Baba Temple,3.6, 3 km  from city center , There are many temples scattered across the country of Sai Baba
Nashik,Shubham Water World,3.6, 20 km  from city center , Shubham Water World is situated in Anjeneri Hills in Nashik
Nashik,"Fun World, Nasik",3.6, 7 km  from city center , Fun World Water Park is situated in Nasik in Maharashtra and is one of the relatively unknown parks
Nashik,Shagun Resort & Water Park,3.6, 38 km  from city center ," Situated on the Mumbai- Nasik highway, Shagun Resort & Water Park is frequented by visitors all throughout the week"
Nashik,Dabhosa Waterfall,3.6, 61 km  from city center ," Dabhosa Waterfall is situated near Nasik in Thane, Maharashtra"
Nashik,Sula Fest,3.6, 36 out of 38  places to visit in Nashik ," With music performances going on till late in the night, the Gourmet World Music Festival, famously known as Sula Fest is a music lover's paradise"
Nashik,Zonkers Adventure Park,3.6, 9 km  from city center , Zonkers Adventure Park is an ultimate fun adventure park situated in Nashik
Nashik,Saptashrungi Ropeway,3.6, 38 out of 38  places to visit in Nashik ," Saptashrungi is a revered HIndu pilgrimage site in Nashik, Maharashtra, that is situated on top of a hillock and a strenuous trek uphill is required to reach it"
Ooty,Nilgiri Mountain Railway,4.5, 1 km  from city center ," Nilgiri Mountain Railway, also known as Toy Train in Ooty, is one of the key attractions of the popular hill station Ooty"
Ooty,Ooty Lake,4.4, 1 km  from city center , Ooty Lake lies at a distance of approximately 2 km from Ooty city in the green hills of the Nilgiris district
Ooty,Emerald Lake,4.3, 12 km  from city center , Emerald lake is an exquisite lake in the upper plateau region of the Nilgiri hills
Ooty,Ooty Botanical Gardens,4.3, 2 km  from city center , The botanical Gardens of Ooty are one of the most sought after and famous tourist destinations in the whole of India
Ooty,"Kalhatti Falls, Bellikkal",3.8, 8 km  from city center , Kalhatti falls is called as 'Bird Watcher's Paradise' as it gives you a bird point view of the whole valley
Ooty,"Kotagiri, Coonoor",3.8, 17 km  from city center , This is one of the oldest hill stations of the Nilgiris
Ooty,Ooty Rose Garden,3.7, 2 km  from city center , Rose garden lies in the heart and soul of Ooty
Ooty,Thread Garden,3.6, 1 km  from city center ," The thread garden at Ooty is a popular tourist spot that exhibits some of the most magnificent and exquisite collection of artificial flowers and plants, all made by the expert hands of the skilful artists by using JUST thread"
Ooty,Avalanche Lake,3.5, 15 km  from city center , The Avalanche Lake in the Nilgiris District of Tamil Nadu is a famous tourist spot
Ooty,Doddabetta Peak,3.5, 5 km  from city center ," Dodabetta, literally translating to mean - Big Peak, is located approximately 10 km away from Ooty"
Ooty,Pykara Lake,3.5, 12 km  from city center ," Pykara Lake has everything that a person on vacation can ask for, right from ambience and comfort to scenic beauty"
Ooty,Dolphin's Nose,3.3, 15 km  from city center ," This is a unique natural site where a protruding rock looks like a dolphin's nose! Climbing up to the spot might require some effort, but it is totally worth it! From this point, one can catch the breathtaking view of the Catherine falls hundreds of meters below and also of the Coonoor stream meeting the Kotogiri stream"
Ooty,Trekking,3.3, 0 km  from city center ," Ooty, once the summer capital of the British in India, is bestowed with the bounty of nature"
Ooty,Tiger Hill,3.3, 4 km  from city center , One of the most mesmerizing destinations in Ooty is the Tiger Hill
Ooty,Kamraj Sagar Lake,3.3, 6 km  from city center , Kamraj sagar lake is a dam and is located in the suburbs of Ooty
Ooty,Annamalai Temple,3.3, 16 km  from city center , Annamalai Temple is a situated about 20 km away from Ooty
Ooty,"Droog Fort, Coonoor",3.3, 16 km  from city center , Droog Fort is located in the area surrounding Coonoor
Ooty,"Lamb's Rock, Coonoor",3.3, 12 km  from city center ," A popular picnic spot in the region, this place is consistently visited by tourists"
Ooty,"Simi's Park, Coonoor",3.3, 13 km  from city center , An extremely pretty botanical garden - a rare but beautiful sight in the region - was developed back in 1874 by Mr
Ooty,"Catherine Falls, Coonoor",3.3, 18 km  from city center ," Catherine Falls, also known as St"
Ooty,"Bison Valley, Bellikkal",3.2, 9 km  from city center , Bison Valley gained its name from the Indian bison that roams throughout this area
Ooty,St Stephen's Church,3, 1 km  from city center , The St
Ooty,Upper Bhavani Lake,3, 109 km  from city center , The Upper Bhavani Lake is a mesmerising and breathtaking lake that is located above the Avalanche Area in the Nilgiri Hills
Ooty,Wenlock Downs,3.6, 9 km  from city center , Wenlock Downs is a famous picnic spot in the outskirts of Ooty
Ooty,Thunder World,3.6, 1 km  from city center , Thunder World is a themed amusement park in Ooty
Ooty,Ketti Valley View,3.6, 3 km  from city center ," Located at a distance of 4 kms from the Ooty Bus Stand on the Ooty Coonoor road, Ketti Valley View is a popular vantage point in Ooty"
Ooty,Cairn Hill,3.6, 3 km  from city center ," Situated in the hill town of Ooty, Cairn Hill is an eco-tourism and a reserved forest site which came into existence in the 1860s and sprawls over a massive area of approx 168 hectares"
Ooty,AdamÃªs Fountain,3.6, 2 km  from city center , Adam's Fountain is a gorgeous fountain situated at the Charring Cross junction in Ooty
Ooty,Elk Hill Murugan Temple,3.6, 2 km  from city center ," Perched atop the Elk Hill in Ooty, amidst picturesque backdrop and a resplendent setting, Elk Murugan Temple is a revered Hindu temple enshrined by Lord Muruga"
Ooty,Wax Museum,3.6, 2 km  from city center ," Located at a distance of just 1 km from the Ooty Railway Station, the Ooty Wax Museum is one of the top places to visit of the place and is housed in a 130 years old charming colonial mansion"
Ooty,Kandal Cross Shrine,3.6, 2 km  from city center ," Situated on the outskirts of Ooty, Kandal Cross Shrine is a beautiful church popularly known as the Jerusalem of the East"
Ooty,Stone House,3.6, 2 km  from city center , Stone House in Ooty is famous for being the first bungalow in the town
Ooty,Government Museum,3.6, 2 km  from city center , The Government Museum in Ooty was built in 1989 to maintain and promote the culture of Ooty in the form of exhibits and information
Ooty,Pykara Falls,3.6, 12 km  from city center , Pykara Falls are set amidst the backdrop of a lush green forest and are an absolute delight to witness
Ooty,Children's Park,3.6, 1 km  from city center , Children's' Park in Ooty is one of the most prominent and popular parks of the city
Ooty,Lake Park Ooty,3.6, 2 km  from city center , Lake Park in Ooty is situated adjacent to the Ooty Lake
Ooty,Katari Falls,3.6, 9 km  from city center ," Known to be the third highest waterfalls in the Nilgiris, the mesmerising Katari Falls is situated at  Adikarratti in Ooty, 10 kms from Coonoor"
Ooty,Halashana Falls,3.6, 1 km  from city center , The very beautiful and mesmerising Halashana Waterfalls are located in the Nilgiris near the cities of both Ooty and Coonoor
Ooty,Tea Factory,3.6, 39 out of 43  places to visit in Ooty , Ooty Tea Factory or Tea Museum is situated on the Doddabetta Road in Ooty
Ooty,Shopping in Ooty,3.6, 40 out of 43  places to visit in Ooty ," When in the hill town, market browsing for traditional homemade chocolates is one of the top things to do in Ooty"
Ooty,Honey & Bee Museum,3.6, 41 out of 43  places to visit in Ooty , Honey & Bee Museum is situated on the Sargan Villa Club Road in Ooty and aims to provide in depth knowledge about the anatomy of a bee and the manufacture of honey from its nascent stage
Ooty,Ooty Flower Show,3.6, 42 out of 43  places to visit in Ooty , The Ooty Flower Show is an annual event which is held in the Ooty Botanical Gardens
Ooty,Mukurthi National Park,3.6, 43 out of 43  places to visit in Ooty ," The culturally rich South-Indian state - Tamil Nadu â calls out tourists from all around the globe, and there is more than one reason to it"
Pachmarhi,Satpura National Park,4.2, 4 km  from city center , The Satpura National Park is an exclusive and pristine landscape that has been preserved primarily for the protection of flora and fauna
Pachmarhi,Bee falls,3.6, 3 km  from city center ," A beautiful waterfall which provides drinking water to the entire Pachmarhi, Bee falls provide a picturesque view"
Pachmarhi,Pandava Caves,3.6, 1 km  from city center , These caves are believed to provide shelter to the Pandavas during their exile period
Pachmarhi,Jata Shankar caves,3.5, 6 km  from city center , The Jata Shankar Caves in Pachmarhi are considered sacred as they are popularly believed to be the place where Lord Shiva concealed himself from the wrath of Bhasmasur
Pachmarhi,Dhoopgarh,3.5, 4 km  from city center ," The highest point in the Satpura range, Dhoopgarh hilltop is a beautiful spot to see marvelous sunsets and sunrises"
Pachmarhi,Handi Khoh,3.2, 3 km  from city center ," One of the most beautiful ravines in Central India, Handi Khoh has a 300 feet high precipice in the middle of a dense forest"
Pachmarhi,Mahadeo hill,3.2, 1 km  from city center ," Situated at an altitude of 1363m, the Mahadeo hill in southern Madhya Pradesh is famous for an ancient shrine of Lord Shiva"
Pachmarhi,Duchess falls,3.2, 21 km  from city center ," One of the most beautiful cascades in Pachmarhi, the Duchess Falls crash over a hundred meters creating a majestic roar"
Pachmarhi,Priyadarshini Point (Forsyth point),3.2, 4 km  from city center , This is the point from where Captain James Forsyth discovered Pachmarhi in the year 1857
Pachmarhi,Chauragarh Temple,3.6, 6 km  from city center ," Chauragarh Temple is a revered Shiva shrine atop the Chauragarh hill in Pachmarhi, MP"
Pachmarhi,Apsara Vihar,3.6, 0 km  from city center ," Deep inside the jungle of Pachmarhi, Apsara Vihar is a lovely, serene waterfall, cascading from 30 feet height and forming a pool of cold water below"
Pachmarhi,Bade Mahadev,3.6, 6 km  from city center ," In the lap of the rugged nature, the Bada Mahadev cave of Pachmarhi is a shrine for Lord Shiva, with idols of Brahma, Vishnu and Ganesh as well"
Pachmarhi,Reechgarh,3.6, 0 km  from city center ," Reechgarh is a huge cave hidden within the folds of the hill of Pachmarhi, which gets its name from a local legend"
Pachmarhi,Bison Lodge,3.6, 1 km  from city center ," Bison Lodge once used to be the resident of British man Captain Forsyth, who came across Pachmarhi in 1857 while leading his troop and settled down here"
Pachmarhi,Rajendragiri Sunset Point,3.6, 3 km  from city center ," Rajendragiri sunset point is a spectacular sunset viewpoint near Pachmarhi, named after the first president of India - Dr Rajendra Prasad as he was a frequent visitor to this spot"
Pachmarhi,Rajat Prapat Waterfall,3.6, 2 km  from city center ," Rajat Prapat waterfall tears through the rugged hillsides of Satpura and the greenery that covers it from a height of 107 metres in one single, cascading fall"
Pachmarhi,Christ Church,3.6, 0 km  from city center ," Christ Church is a true-blue colonial architecture of the British era, still standing tall amidst tall trees and greenery"
Pachmarhi,Gupt Mahadev,3.6, 6 km  from city center , Gupt Mahadev is quite an interesting and mysterious spot near Pachmarhi where spirituality meets adventure
Pondicherry,Play on the Paradise Beach,4.4, 4 km  from city center ," Paradise Beach, also known as Plage Paradiso, is situated in Chunnambar, close to Pondicherry town"
Pondicherry,Auroville Ashram,4.3, 10 km  from city center ," Conceived as the 'Universal Town', the Auroville Ashram is a great epitome of community living"
Pondicherry,Water Sports in Pondicherry,4, 4 km  from city center ," With a unique, peaceful coastal beauty to it, Pondicherry is quickly becoming every beach lovers' favourite hideout"
Pondicherry,Aurobindo Ashram,3.8, 3 km  from city center ," The Sri Aurobindo Ashram, a spiritual community or ashram located in Pondicherry, is the outcome of a small community of disciples who had gathered around Sri Aurobindo after he retired from politics and settled in Pondicherry in 1910"
Pondicherry,Explore the sites of Arikamedu,3.8, 2 km  from city center , Arikamedu are the ruins which carried the remnants of the Roman trade in India
Pondicherry,Pondicherry beach,3.8, 12 km  from city center , Pondicherry beach is a different kind of beach with less sand and more rocks
Pondicherry,Chunnambar Boat House,3.8, 3 km  from city center ," Chunambar is a quaint little hamlet located along Cuddalore Main Road, around 8 km from Pondicherry"
Pondicherry,Take a Leisure Walk by the Seaside Promenade,3.6, 3 km  from city center , One of the things that does justice to Pondicherry's French Roots is its beautiful Seaside Promenade
Pondicherry,Basilica of the Sacred Heart of Jesus,3.6, 2 km  from city center , This Gothic style building is a highly revered place of worship in Pondicherry
Pondicherry,Scuba Diving in Pondicherry,3.5, 2 km  from city center ," Packed with enchanting marine life, Pondicherry offers an amazing adventure of scuba diving off the country's East Coast"
Pondicherry,Take the Kids to Jawahar Toy Museum,3.3, 3 km  from city center ," An ideal place for kids, Jawahar Toy Museum is a well maintained place situated at the old light house building near Gandhi Maidan"
Pondicherry,Raj Niwas,3.3, 3 km  from city center ," Previously known as Palais du Government, Raj Niwas is an eighteenth century building presently serving as the residence of Lieutenant Governor of Pondicherry"
Pondicherry,French War Memorial,3.3, 3 km  from city center , French War Memorial is a stylish structure located in the Goubert Avenue and is dedicated to the soldiers who lost their lives in the First World War
Pondicherry,Sri Manakula Vinayagar Temple,3.3, 3 km  from city center , Sri Manakula Vinayagar Temple is an ancient temple dedicated to Lord Ganesha and is said to have been established almost 5 centuries ago
Pondicherry,Pondicherry Museum,3.3, 3 km  from city center ," Located in the Bharathi Park, Pondicherry Museum houses a fantastic collection of sculptures"
Pondicherry,Chidambaram,3.3, 59 km  from city center , Chidambaram is a highly revered temple town located about 58 km from Pondicherry
Pondicherry,Relax in Bharathi Park,3.3, 3 km  from city center , Bharathi Park is a well planned and well maintained park flanked by some of the most important government buildings on all the sides
Pondicherry,Immaculate Conception Cathedral,3.3, 3 km  from city center , Immaculate Conception Cathedral or Eglise de Notre Dame de la Conception Immaculee Church is a beautiful place of worship established in year 1686
Pondicherry,Varadaraja Perumal Temple,3.3, 3 km  from city center , Varadaraja Perumal Temple is an ancient temple dating back to 12th century and is of great religious significance
Pondicherry,Church of Our Lady of Angels,3.3, 3 km  from city center ," Also known as Eglise de Notre Dame des Anges, the Church of Our Lady of Angels is mainly renowned for its immaculate stone work"
Pondicherry,The Statue of Dupleix,3.3, 3 km  from city center ," Commissioned in the year 1870, this 3 meter high statue was established to honour Francois Dupleix, who governed Pondicherry till 1754"
Pondicherry,Meeran Mosque,3.3, 2 km  from city center , One of the most revered religious spot by Muslims; Meeran Mosque was built about three hundred and fifty years ago
Pondicherry,Mahatma Gandhi Statue,3.3, 3 km  from city center ," The four-meter high statue of Mahatma Gandhi is surrounded by eight granite pillars, which were supposedly brought from Gingee, a fort some 70 km from Pondicherry"
Pondicherry,Botanical Garden,3.2, 2 km  from city center ," A popular tourist attraction of Pondicherry, Botanical Garden was established by C"
Pondicherry,Gokilambal Thirukameswar Temple,3.2, 6 km  from city center ," Situated 11 km from the Pondicherry in small town of Villianur, Gokilambal Thirukameswarar Temple is a beautiful temple dedicated to Lord Shiva"
Pondicherry,Capture some Pictures in Ousteri Wetland and National Park,3.2, 9 km  from city center ," A national park rich in flora and fauna, Ousteri Wetland and National Park lay 10 km from Pondicherry town on the Pondicherry-Villuppuram road"
Pondicherry,Vedapureeswarar Temple,3.2, 133 km  from city center , The Sri Vedapureeswarar temple is an ancient temple located in the southern union territory of Pondicherry also known as Puducherry
Pondicherry,Auroville,3.6, 3 out of 48  places to visit in Pondicherry , Auroville is one of those towns which appear to come to life right out of fiction
Pondicherry,Cafes in Pondicherry,3.6, 6 out of 48  places to visit in Pondicherry ," Pondicherry is widely known for its cheap alcohol and if you are a connoisseur, then it is an excellent place for you to visit as it serves a wide variety of gourmet food"
Pondicherry,Serenity Beach,3.6, 7 km  from city center ," Located at a distance of 10 kms, on the outskirts on Puducherry in Kottakuppam, Serenity Beach gets its name from the Spa-Resort-Inn located at the spot with the same name"
Pondicherry,Cycling in Pondicherry,3.6, 10 out of 48  places to visit in Pondicherry , One of the most exciting and picturesque things to do in Pondicherry is to tour the beautiful territory on traditional vintage bicycles
Pondicherry,Auroville Beach,3.6, 9 km  from city center ," Auroville Beach, also known as the Auro Beach is located in Pondicherry"
Pondicherry,Pondicherry Lighthouse,3.6, 16 out of 48  places to visit in Pondicherry , The Lighthouse is one of the remarkable landmarks in Pondicherry
Pondicherry,Veerampattinam Beach,3.6, 3 km  from city center ," Located on the outskirts of Pondicherry in the largest coastal village called Veerampattinam, Veerampattinam Beach has an extensive coastline and is counted among the most beautiful beaches of the tinsel town"
Pondicherry,Aayi Mandapam,3.6, 3 km  from city center ," Standing sturdy at the centre of the Bharathi Park in Pondicherry, Aayi Mandapam or Park Monument is a pearly white edifice built during the reign of Napolean III, Emperor of France"
Pondicherry,Cluny Embroidery Centre,3.6, 3 km  from city center ," Housed in an 18th century heritage bungalow on the Rue Romain Rolland Street, Cluny Embroidery Centre is a wonderful venture started by a local convent to provide employment to underprivileged women"
Pondicherry,Ananda Ranga Pillai Mansion,3.6, 3 km  from city center ," Located on the Ranga Pillai Street, opposite the Grand Bazaar, Ananda Ranga Pillai is one of the most ancient heritage buildings of Pondicherry"
Pondicherry,Ganesh Garden,3.6, 2 km  from city center ," Located on the Ramarajda Street in Pondicherry, Ganesh Garden is a quaint little botanical garden maintained by a French couple"
Pondicherry,ISKCON Pondicherry,3.6, 4 km  from city center ," Situated in the Krishna Nagar locality of Pondicherry, ISKCON Pondicherry is a Hindu revered temple dedicated to Lord Krishna and his consort, colloquially known as âAshta Deviâ"
Pondicherry,Sri Karneshwar Nataraja Temple,3.6, 3 km  from city center ," Located on the Pudhukuppam Beach in Pondicherry, 12 kms north of Auroville, Sri Karneshwar Nataraja Temple is the most unusual and yet one of the most beautiful temples present in India"
Pondicherry,International Center for Yoga Education and Research (ICYER),3.6, 8 km  from city center ," ICYER is a complete traditional ashram which unlike other yoga centres requires a strict decipline, routine and devotion towards a yogic living"
Pondicherry,Relish a Mesmerizing Sunrise,3.6, 41 out of 48  places to visit in Pondicherry , One thing that you must definitely witness while on a trip to Pondicherry is the very mesmerising sunrise
Pondicherry,Yanam Beach,3.6, 595 km  from city center ," Situated in the town of Yanam, the Yanam Beach is an excellent getaway for those looking to spend quiet time away from the crowds"
Pondicherry,White Town,3.6, 3 km  from city center ," Known as the French Colony of Pondicherry, White Town is a residential area in town which boasts of an interwoven culture of the Tamils and the primal French families"
Pondicherry,Karaikal Beach,3.6, 111 km  from city center ," Located in Pondicherryâs Karaikal city, Karaikal Beach is a popular one owing to its breathtaking views"
Pondicherry,Quiet Beach,3.6, 5 km  from city center ," As the name suggests, Quiet Beach in Pondicherry is a calm and serene location that is a hidden gem for most"
Pondicherry,Mahe Beach,3.6, 3 km  from city center ," Located close to Kannur, Mahe Beach in Pondicherry is a quiet and clean beach that also forms Kerala's northern coast"
Pondicherry,Reppo Beach,3.6, 3 km  from city center ," A relatively unknown beach located in Pondicherryâs Vaithikuppam area, Reppo Beach is a peaceful location that is generally free of massive crowds"
Poovar,Vizhinjam,4.1, 12 km  from city center ," Vizhinjam is a natural sea port located in Thiruvananthapuram City, very close to the international shipping routes of the area"
Poovar,Thirparappu Falls,4, 13 km  from city center ," Located at a distance of about 55 kilometres from Kanyakumari, the cascading waters of the Tirparappu Falls make up for an enchanting sight"
Poovar,Ayurveda,3.6, 7 km  from city center ," Based on a universal principle of faith that health and wellness depends on a subtle balance between the three major elements of the human existence- mind, body, and spirit"
Poovar,Poovar Beach,3.5, 2 km  from city center , A stunning beach with golden sand and gentle breeze nestled between the gorgeous River Neyyar and Arabian Sea
Poovar,The Fishing Village,3.1, 11 km  from city center , A village lying in the proximity of Poovar is comprised of fisher's community
Poovar,Cruises,3.1, 1 km  from city center ," Amid the crystal clear ripples of water and surrounded by raw nature, make sure you do not miss out on the cruise to the neighboring fishing villages"
Poovar,Kovalam Beach,3.1, 12 km  from city center ," A captivating beach with nature's beauty at its prime, Kovalam Beach is considered to be one of the major beaches in India"
Poovar,Boat Race,3.1, 2 km  from city center , Adrenaline rushing snake boat races are a specialty of Kerala
Poovar,Shopping in Poovar,3, 0 km  from city center , Poovar is a small coastal area where one does not have many options for shopping
Pune,Aga Khan Palace,4.4, 6 km  from city center , Aga Khan Palace is well known both for its architectural excellence as well as its historical significance
Pune,Shaniwar Wada,4.3, 0 km  from city center ," Standing tall in its full glory, Shaniwar Wada was once a stately mansion"
Pune,Picnic in Bund Garden,4.3, 4 km  from city center , The garden was built by Sir Jamshedji and is located on the banks of Mula-Mutha river
Pune,Meditate at the Osho Ashram,4.2, 4 km  from city center ," The Ashram is a tranquil place which brings you to you own centers of peace, meditation & oneness"
Pune,Katraj Snake Park,4.2, 7 km  from city center , It has a temple and many rare species of snakes
Pune,St. Mary's Church,3.7, 3 km  from city center , St
Pune,Dehu,3.7, 24 km  from city center , Dehu Gatha temple is one of the largest temples and is located near Pune
Pune,Mulshi Lake and Dam,3.5, 36 km  from city center , Mulshi lake is formed in the catchment area of Mulshi dam
Pune,Live the Nightlife in Cafe's & Nightclubs,3.5, 1 km  from city center , Pune sports a glittering instance of nightlife culture
Pune,National War Museum,3.5, 3 km  from city center , The museum owes its existence to the efforts and contributions of countless people from all walk of life
Pune,Rajgad Trek,3.5, 36 km  from city center , Rajgad trek is a moderate level trek that begins at the Gunjavane Village in Pune District and ends at the Rajgad Fort
Pune,Rasalgad,3.5, 91 km  from city center , Rasalgad is a fort that will reintroduce to the lost charms and intrigues of an era long forgotten
Pune,Purandar Trek,3.5, 30 km  from city center , Purandar is a fort in the Pune district of Maharashtra
Pune,Hadsar Trek,3.5, 84 km  from city center , Hadsar is a hill fort in the state of Maharashtra
Pune,Korigad Trek,3.5, 51 km  from city center ," Located approximately 20km to the south of Lonavla near the city of Pune, Korigad is one of the hill forts famous among trekkers in Pune"
Pune,Chavand Trek,3.5, 26 km  from city center , Chavand (or Prasannagad) is a hill fort in the state of Maharashtra
Pune,Rohida Trek,3.5, 47 km  from city center ," Rohida, or Vichitragad as it is also known, is a Fort nearest to Pune, a destination which is a must on every trekker's to-do list"
Pune,Shinde's Chatri,3.3, 5 km  from city center ," Built in the memory of the Maratha nobel, Shri Mahadju Shinde, the Chatri is situated in Wanowri near Pune"
Pune,Panshet Water Park,3.2, 1 km  from city center ," One of the most loved attraction of the city, one can enjoy kayaking, rides, water scooters, speed boats, swimming and much more here"
Pune,Parvati Hill Temple,3.2, 4 km  from city center ," Once the private shrine of the Peshwas, the temple was built in the 17th century by Balaji Baji Rao"
Pune,Pataleshwar cave temple,3.2, 1 km  from city center , The cave temple is rock-cut temple dating back to the 8th century
Pune,Mahatma Phule Museum,3.2, 1 km  from city center , Mahatma Phule Museum was originally the residence of the Maratha social activist and a prominent promoter of womenâs rights- Mahatma Jyotiba Phule
Pune,Vishram Bagh Waada,3.2, 1 km  from city center ," Known for its beautiful wooden facades, Vishrambaug Wada is a three storeyed magnificent mansion built in 1811 by Peshwa Bajirao the Second"
Pune,Raj Dinakar Kelkar museum,3.2, 1 km  from city center ," The museum is built in Rajasthani style and is a worth a visit, while in the city"
Pune,David Synagogue,3.2, 2 km  from city center , The synagogue was build by David Sasoon
Pune,City Shopping,3.1, 11 km  from city center ," Pune is brimming with shopping options that cover all you interests from fashion, books to electronics and are spread over all ranges of budgets"
Pune,Sinhagad Fort,3.6, 20 km  from city center ," Located around 36 kms southwest of the city of Pune, Sinhagad Fort is built atop a cliff on the Bhuleshwar range of the Sahyadris"
Pune,Dagdusheth Halwai Ganpati Temple,3.6, 0 km  from city center ," Dedicated to Lord Ganapati, Shreemant Dagdusheth Halwai Ganapati temple is one of the most famous places to visit in Pune"
Pune,Pune Okayama Friendship Garden,3.6, 4 km  from city center ," Pune Okayama Friendship Garden is the largest Japanese garden outside of Japan, in Asia"
Pune,"Rajmachi Fort, Pune",3.6, 139 km  from city center ," Tucked between the two hills of Lonavala and Khandala, Rajmachi Fort is a grand structure of the bygone era"
Pune,Vetal Tekdi,3.6, 4 km  from city center , Vetal Tekdi is one of Pune's most well-known landmarks
Pune,Lal Mahal,3.6, 0 km  from city center , Lal Mahal located near Shaniwar Wada in Pune is a historic landmark of the 16th century
Pune,National Defence Academy,3.6, 12 km  from city center ," The National Defence Academy, also known as NDA is an academy for Indian armed services"
Pune,Sri Balaji Mandir,3.6, 7 km  from city center ," Sri Balaji Mandir of Pune is a close replica of the renowned Venkateshwara temple at Tirumala, Tirupati"
Pune,Rajiv Gandhi Zoological Park,3.6, 7 km  from city center , Rajiv Gandhi Zoological Park is a famous tourist attraction in Pune
Pune,Torna Fort,3.6, 37 km  from city center ," Also known as Prachandagad due to its gigantic size, Torna Fort is the tallest fort of Pune"
Pune,Khadakwasla Dam,3.6, 13 km  from city center , Khadakwasla Dam is a famous tourist in Pune
Pune,Joshi's Museum of Miniature Railways,3.6, 4 km  from city center ," Situated in the Erandwane suburb of Pune, Joshi's Museum of Miniature Railways is a unique museum hosting an array of miniature trains, trams, steam engines, flyovers etc"
Pune,Baner Pashan Biodiversity Park,3.6, 8 km  from city center , Baner Pashan Biodiversity Park is the 200 hectare park built to protect the biodiversity around two suburbs of Pune- Baner and Pashan
Pune,Panshet Dam,3.6, 30 km  from city center , Panshet Dam is one of the most popular and picturesque getaway from Pune
Pune,Saras Baug,3.6, 2 km  from city center , Saras Baug is considered to be one of the most pretty parks in the city of Pune
Pune,Style Shopping in Fashion Street,3.6, 2 km  from city center , Fashion Street in Pune will give you a wardrobe makeover at the budget price
Pune,Chaturshringi Temple,3.6, 4 km  from city center ," One of the revered temples, the Chaturshringi Mandir should be on your list of places to visit when youâre in Pune"
Pune,Sarasbaug Ganpati Temple,3.6, 2 km  from city center , Sarasbaug Ganapati Temple is a shrine for Siddhi Vinakayak Ganesh
Pune,Empress Garden,3.6, 4 km  from city center , The Empress Botanical Garden is named after Queen Victoria back when she held the sceptre
Pune,Taljai Hills,3.6, 5 km  from city center ," Located in the heart of the city of Pune, Taljai Hills or Taljai Tekadi is one of the most popular trekking and picnic spots that attracts a lot of locals as well as tourist influx"
Pune,Shivneri Fort,3.6, 76 km  from city center ," Situated near Junnar in Pune, Shivneri Fort can be traced back to the 17th century"
Pune,Shop it Cheap at Hong-Kong Lane,3.6, 2 km  from city center , Hong Kong Lane is a famous hub for street shopping in Pune
Pune,Bhigwan,3.6, 98 km  from city center ," Also known as âBharatpur of Maharashtraâ, Bhigwan is located near Pune"
Pune,Hangout at the Amanora Mall,3.6, 8 km  from city center ," Amanora Shopping Mall in Pune is the locals' favourite hangout spot for the afternoons, and also a great place to spend an urbane weekend with family"
